VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1715786204735	0.800895	-0.0798888	-0.732317	0.999289	-0.00547477	0.000273027	0.0372952	0.5	-1.89821	0	1	0	1918.66	4.12183	img_PhysXCar__0_1715786204733186800.png
PhysXCar	1715786208883	2.04681	-0.124056	-0.723289	0.99999	-0.000728813	0.000376065	-0.00451883	0.5	-2.07578	0	1	0	1904.63	4.24322	img_PhysXCar__0_1715786208881747200.png
PhysXCar	1715786213307	3.30014	-0.383836	-0.720444	0.996732	0.00445213	-0.000295505	-0.080656	0.5	-1.92549	0	1	0	1924.31	4.26514	img_PhysXCar__0_1715786213295578500.png
PhysXCar	1715786217878	4.46436	-0.936429	-0.719435	0.981897	0.00686251	-0.00162831	-0.189283	0.5	-1.30618	0	1	0	1954.1	4.21766	img_PhysXCar__0_1715786217875592800.png
PhysXCar	1715786222492	5.43288	-1.79115	-0.718988	0.94909	0.00710689	-0.00271728	-0.314914	0.5	-0.383854	0	1	0	1969.68	4.37308	img_PhysXCar__0_1715786222490523800.png
PhysXCar	1715786226991	6.31457	-2.79271	-0.718739	0.92206	0.00347905	-0.00140542	-0.387028	0.5	0.500727	0	1	0	1968.25	4.55749	img_PhysXCar__0_1715786226990563300.png
PhysXCar	1715786231485	7.24565	-3.80133	-0.718421	0.918805	-0.00034397	0.000286269	-0.394712	0.5	1.1774	0	1	0	1975.78	4.63952	img_PhysXCar__0_1715786231483440800.png
PhysXCar	1715786236042	8.28581	-4.7296	-0.718161	0.932348	-0.00270385	0.00112625	-0.361549	0.5	1.39459	0	1	0	1993.09	4.66387	img_PhysXCar__0_1715786236039344100.png
PhysXCar	1715786239240	9.0567	-5.25879	-0.717986	0.947353	-0.00417044	0.00139953	-0.32016	0.5	1.2346	0	1	0	2007.1	4.65081	img_PhysXCar__0_1715786239237830400.png
PhysXCar	1715786244197	10.3319	-5.83379	-0.71782	0.973436	-0.00644638	0.00127018	-0.228863	0.5	0.607949	0	1	0	2026.02	4.66091	img_PhysXCar__0_1715786244137053800.png
PhysXCar	1715786248870	11.6941	-6.21929	-0.717828	0.987384	-0.00388019	0.000679341	-0.158293	0.5	-0.425594	0	1	0	2027.47	4.79206	img_PhysXCar__0_1715786248865769300.png
PhysXCar	1715786253688	13.0676	-6.65255	-0.717986	0.987563	0.000788264	9.08177e-05	-0.157225	0.5	-0.907886	0	1	0	2032.68	4.83403	img_PhysXCar__0_1715786253683674200.png
PhysXCar	1715786258165	14.3947	-7.23867	-0.718201	0.979656	0.00354048	-0.000487867	-0.200651	0.5	-0.688469	0	1	0	2045.18	4.82593	img_PhysXCar__0_1715786258152353900.png
PhysXCar	1715786262568	15.6128	-8.02985	-0.718689	0.962755	0.0046496	-0.00112065	-0.270334	0.5	-0.135015	0	1	0	2053.89	4.88521	img_PhysXCar__0_1715786262566581200.png
PhysXCar	1715786267243	16.8277	-8.8561	-0.719206	0.958282	0.000389163	0.000181612	-0.285825	0.5	0.890363	0	1	0	2057.2	4.92358	img_PhysXCar__0_1715786267240395900.png
PhysXCar	1715786271783	18.1297	-9.5536	-0.719681	0.968861	-0.00306723	0.00100392	-0.247584	0.5	1.64941	0	1	0	2066.67	4.91041	img_PhysXCar__0_1715786271781667300.png
PhysXCar	1715786276109	19.5261	-10.0233	-0.720177	0.98497	-0.00557828	0.00103095	-0.172635	0.5	1.61018	0	1	0	2079.57	4.84839	img_PhysXCar__0_1715786276107327100.png
PhysXCar	1715786280312	20.9775	-10.1498	-0.720612	0.998054	-0.00785461	0.000278126	-0.0618545	0.5	0.769019	0	1	0	2091.2	4.80045	img_PhysXCar__0_1715786280311325300.png
PhysXCar	1715786284335	22.4298	-9.98188	-0.721228	0.999392	-0.00573742	-0.000100381	0.0343876	0.5	-0.524003	0	1	0	2084.09	4.93605	img_PhysXCar__0_1715786284334012800.png
PhysXCar	1715786288155	23.9021	-9.78058	-0.72179	0.998326	-0.000626127	0.000240038	0.0578387	0.5	-1.51531	0	1	0	2078.5	4.98545	img_PhysXCar__0_1715786288153913100.png
PhysXCar	1715786292267	3.79153	-1.2418	-0.719491	0.976836	0.00679276	-0.00121256	-0.213877	0.5	-1.95269	0	1	0	2050.66	4.41691	img_PhysXCar__0_1715786292264896900.png
