VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1715610093338	0.828041	-0.240646	-0.732288	0.997083	-0.00246667	0.000592695	-0.0762802	0.5	-1.29798	0	1	0	1960.51	4.39184	img_PhysXCar__0_1715610093337402100.png
PhysXCar	1715610097931	2.11805	-0.538831	-0.723218	0.994315	0.000140745	0.000261636	-0.106478	0.5	-1.17362	0	1	0	1954.97	4.48091	img_PhysXCar__0_1715610097930176900.png
PhysXCar	1715610102556	3.37321	-1.0309	-0.72036	0.985223	0.00413821	-0.000694092	-0.171226	0.5	-0.95245	0	1	0	1972.19	4.49002	img_PhysXCar__0_1715610102554431200.png
PhysXCar	1715610107305	4.51255	-1.76857	-0.719384	0.965473	0.00550091	-0.00158736	-0.260439	0.5	-0.250645	0	1	0	1986.92	4.5916	img_PhysXCar__0_1715610107303720800.png
PhysXCar	1715610111983	5.62862	-2.59396	-0.718954	0.954362	0.00166821	-0.000435904	-0.298647	0.5	0.456933	0	1	0	1992.51	4.69242	img_PhysXCar__0_1715610111981941600.png
PhysXCar	1715610116715	6.82945	-3.33278	-0.718545	0.961578	-0.00219237	0.000656831	-0.274522	0.5	0.244698	0	1	0	2004.92	4.74164	img_PhysXCar__0_1715610116712478100.png
PhysXCar	1715610121516	8.0918	-4.00128	-0.718255	0.968411	-0.00133591	0.000429536	-0.249355	0.5	-0.0938518	0	1	0	2016.76	4.80552	img_PhysXCar__0_1715610121514813400.png
PhysXCar	1715610126238	9.33435	-4.73887	-0.718044	0.964814	0.00111083	-0.000174964	-0.26293	0.5	-0.0951604	0	1	0	2028.96	4.85791	img_PhysXCar__0_1715610126236464200.png
PhysXCar	1715610130914	10.5755	-5.50851	-0.717936	0.962662	0.000400594	2.04094e-05	-0.270705	0.5	0.0880217	0	1	0	2040.94	4.90269	img_PhysXCar__0_1715610130912321600.png
PhysXCar	1715610135580	11.8615	-6.22684	-0.717842	0.967187	-0.00120154	0.000420694	-0.254061	0.5	0.0991732	0	1	0	2052.4	4.9416	img_PhysXCar__0_1715610135578844600.png
PhysXCar	1715610140176	13.1778	-6.914	-0.717996	0.970578	-0.000933645	0.000433971	-0.240783	0.5	0.0671958	0	1	0	2062.41	4.97716	img_PhysXCar__0_1715610140174501100.png
PhysXCar	1715610144800	14.5187	-7.57535	-0.718281	0.973475	-0.000851639	0.000495832	-0.228793	0.5	0.112013	0	1	0	2071.43	5.00646	img_PhysXCar__0_1715610144798308900.png
PhysXCar	1715610149505	15.8869	-8.199	-0.719692	0.976432	-0.000607454	0.000423002	-0.215824	0.5	0.241705	0	1	0	2080.32	4.99194	img_PhysXCar__0_1715610149504069500.png
PhysXCar	1715610154021	17.2887	-8.75827	-0.720086	0.981477	-0.00178821	0.000605734	-0.191568	0.5	0.792055	0	1	0	2087.77	5.03994	img_PhysXCar__0_1715610154019950800.png
PhysXCar	1715610158396	18.7438	-9.15901	-0.720501	0.990123	-0.00397658	0.000668013	-0.140142	0.5	0.849006	0	1	0	2097.76	4.99881	img_PhysXCar__0_1715610158392165000.png
PhysXCar	1715610162855	20.2412	-9.29883	-0.721151	0.99817	-0.00539704	0.000438409	-0.0602318	0.5	0.189092	0	1	0	2103.16	5.02534	img_PhysXCar__0_1715610162854387600.png
PhysXCar	1715610167386	21.7469	-9.37064	-0.72175	0.99941	-0.000862119	0.00019936	-0.0343423	0.5	-0.66133	0	1	0	2121.41	4.98763	img_PhysXCar__0_1715610167385029600.png
PhysXCar	1715610171619	23.2408	-9.57101	-0.722162	0.997914	0.00271541	3.59922e-05	-0.0644997	0.5	-0.812907	0	1	0	2109.72	5.03044	img_PhysXCar__0_1715610171618084900.png
PhysXCar	1715610175815	24.6874	-9.99339	-0.722536	0.991155	0.00526371	-0.000619477	-0.132602	0.5	-0.594474	0	1	0	2111.17	4.98737	img_PhysXCar__0_1715610175813321500.png
PhysXCar	1715610180387	26.054	-10.6345	-0.723403	0.9795	0.00404736	-0.000673014	-0.201401	0.5	0.312107	0	1	0	2138.31	5.00468	img_PhysXCar__0_1715610180386525600.png
PhysXCar	1715610184644	4.21445	-1.64389	-0.719308	0.970603	0.00936083	-0.00229896	-0.240494	0.5	0.927521	0	1	0	2123.12	5.02858	img_PhysXCar__0_1715610184643122600.png
