VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1713330246337	4.312	-1.66916	-0.719021	0.982774	-0.000118775	-0.000695996	-0.184812	0.5	-0.314099	0	1	0	386.041	1.07867	img_PhysXCar__0_1713330246335160100.png
PhysXCar	1713330250815	4.593	-1.79917	-0.718965	0.981361	0.000308326	-0.000739656	-0.192172	0.5	-0.297815	0	1	0	838.341	1.01297	img_PhysXCar__0_1713330250814217000.png
PhysXCar	1713330255180	4.87938	-1.96037	-0.719161	0.978212	0.000563075	0.000164014	-0.20761	0.5	-0.288247	0	1	0	1006.75	1.42069	img_PhysXCar__0_1713330255178369300.png
PhysXCar	1713330259330	5.25767	-2.19349	-0.719214	0.973423	0.00101184	0.000664205	-0.22901	0.5	-0.47157	0	1	0	1079.73	1.89869	img_PhysXCar__0_1713330259329834700.png
PhysXCar	1713330263726	5.73198	-2.55782	-0.719065	0.963435	0.00164055	0.000384957	-0.267936	0.5	-0.41452	0	1	0	1201.27	2.27939	img_PhysXCar__0_1713330263724627500.png
PhysXCar	1713330268086	6.21077	-2.95494	-0.718905	0.954437	0.00111808	0.000438983	-0.29841	0.5	-0.253172	0	1	0	1298.53	2.59027	img_PhysXCar__0_1713330268083375800.png
PhysXCar	1713330272374	6.82228	-3.46622	-0.718693	0.947343	0.000595063	0.000501082	-0.320219	0.5	-0.0726842	0	1	0	1396.32	2.89379	img_PhysXCar__0_1713330272364834100.png
PhysXCar	1713330276564	7.52269	-4.00298	-0.718465	0.947715	-0.000662014	0.000810462	-0.319118	0.5	0.235677	0	1	0	1484.34	3.13063	img_PhysXCar__0_1713330276563096200.png
PhysXCar	1713330280796	8.33674	-4.50058	-0.718297	0.95713	-0.00156794	0.000995611	-0.289652	0.5	0.594622	0	1	0	1563.24	3.33998	img_PhysXCar__0_1713330280794829000.png
PhysXCar	1713330285054	9.25841	-4.92316	-0.718092	0.970787	-0.00282421	0.00106116	-0.239925	0.5	0.630192	0	1	0	1638.14	3.47196	img_PhysXCar__0_1713330285051593100.png
