VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1718660514517	0.988328	-0.0327193	-0.79807	0.999816	0.00405708	-0.000387193	-0.0187437	0.5	-1.23997	0	1	0	2095.74	4.97291	img_PhysXCar__0_1718660514514716400.png
PhysXCar	1718660519055	2.48344	-0.0527855	-0.7321	0.99994	0.000498102	2.36301e-05	-0.0109584	0.5	-2.22967	0	1	0	2087.67	5.01159	img_PhysXCar__0_1718660519052505800.png
PhysXCar	1718660523526	3.97553	-0.219755	-0.722521	0.998675	0.00303812	-0.000217362	-0.05138	0.5	-2.40128	0	1	0	2094.08	4.99006	img_PhysXCar__0_1718660523520033500.png
PhysXCar	1718660528051	5.41499	-0.628454	-0.720089	0.991794	0.00556771	-0.000971866	-0.12772	0.5	-2.08468	0	1	0	2101.73	4.92447	img_PhysXCar__0_1718660528048538400.png
PhysXCar	1718660532616	6.70251	-1.35495	-0.719192	0.97133	0.00768196	-0.00242415	-0.2376	0.5	-1.47654	0	1	0	2111.99	4.80622	img_PhysXCar__0_1718660532615351700.png
PhysXCar	1718660537198	7.69987	-2.40882	-0.718669	0.928205	0.00875026	-0.00429649	-0.371942	0.5	-0.674058	0	1	0	2116.31	4.797	img_PhysXCar__0_1718660537196789900.png
PhysXCar	1718660541788	8.45681	-3.66153	-0.718506	0.883235	0.00564739	-0.00324079	-0.468886	0.5	1.02921	0	1	0	2100.37	4.95106	img_PhysXCar__0_1718660541785830900.png
PhysXCar	1718660546280	9.17779	-4.9684	-0.719194	0.86702	0.0012285	-0.000616093	-0.498271	0.5	2.21183	0	1	0	2089.72	5.00946	img_PhysXCar__0_1718660546277590300.png
PhysXCar	1718660550702	10.0325	-6.20288	-0.719064	0.884406	-0.00277735	0.00148457	-0.466708	0.5	2.6625	0	1	0	2092.04	4.99492	img_PhysXCar__0_1718660550700555200.png
PhysXCar	1718660555324	11.0702	-7.27635	-0.708916	0.916338	-0.00964415	-0.000369426	-0.40029	0.5	2.49979	0	1	0	2095.9	4.93962	img_PhysXCar__0_1718660555323308200.png
PhysXCar	1718660559679	12.3087	-8.07716	-0.699893	0.954597	-0.02169	-0.00182182	-0.297104	0.5	1.9946	0	1	0	2106.23	4.82469	img_PhysXCar__0_1718660559677453900.png
PhysXCar	1718660563977	13.6794	-8.48184	-0.719379	0.986031	-0.0104389	0.00153667	-0.166225	0.5	0.973375	0	1	0	2117.66	4.7499	img_PhysXCar__0_1718660563975514100.png
PhysXCar	1718660568177	15.1282	-8.51975	-0.719209	0.999052	-0.00612686	0.000230236	-0.0431072	0.5	-0.531443	0	1	0	2105.95	4.91449	img_PhysXCar__0_1718660568176233900.png
PhysXCar	1718660572255	16.6124	-8.43851	-0.719504	0.999928	-0.00236297	0.000229929	0.0117977	0.5	-1.58335	0	1	0	2091.46	5.00574	img_PhysXCar__0_1718660572248366600.png
PhysXCar	1718660576393	18.1136	-8.43979	-0.720827	0.999997	0.00178574	0.000232095	-0.00180577	0.5	-1.53746	0	1	0	2094.04	5.00962	img_PhysXCar__0_1718660576391122700.png
PhysXCar	1718660580431	19.734	-8.58915	-0.974926	0.991364	-0.032449	0.115186	-0.0536273	0.5	-1.10021	0	1	0	2097.82	4.42251	img_PhysXCar__0_1718660580429025900.png
PhysXCar	1718660584355	2.25295	-0.440354	-0.749339	0.994627	0.00179676	0.012525	-0.102747	0.5	-0.681945	0	1	0	2070.82	4.50688	img_PhysXCar__0_1718660584354484400.png
