VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1713823020368	7.80757	-3.19633	-0.718048	0.98155	-0.000193926	-0.00105181	-0.191202	0	0	0	1	0	434.335	1.80524	img_PhysXCar__0_1713823020365594000.png
PhysXCar	1713823024512	8.29313	-3.39297	-0.718007	0.98155	-0.000155137	-0.00089037	-0.191204	0	0	0	1	0	363.78	1.50737	img_PhysXCar__0_1713823024511110400.png
PhysXCar	1713823028839	8.69855	-3.55715	-0.717979	0.98155	-0.00012731	-0.000745497	-0.191206	0	0	0	1	0	304.51	1.25841	img_PhysXCar__0_1713823028836331100.png
PhysXCar	1713823032886	9.03702	-3.69422	-0.717956	0.98155	-0.000103686	-0.000622516	-0.191207	0	0	0	1	0	254.756	1.05045	img_PhysXCar__0_1713823032884238700.png
PhysXCar	1713823036904	9.31954	-3.80864	-0.717937	0.981549	-8.36768e-05	-0.000519598	-0.191208	0	0	0	1	0	213.032	0.876791	img_PhysXCar__0_1713823036902725300.png
PhysXCar	1713823040956	9.55536	-3.90414	-0.717921	0.981549	-6.68346e-05	-0.00043337	-0.191209	0	0	0	1	0	178.076	0.731817	img_PhysXCar__0_1713823040954544100.png
PhysXCar	1713823044952	9.74937	-3.98969	-0.717906	0.981031	0.000142089	-0.000407322	-0.19385	0	-1	0	1	0	152.045	0.616388	img_PhysXCar__0_1713823044950635300.png
PhysXCar	1713823047647	9.85498	-4.04788	-0.717896	0.979917	0.000252519	-0.000403021	-0.199404	0	-1	0	1	0	133.075	0.523719	img_PhysXCar__0_1713823047645697900.png
PhysXCar	1713823051823	9.98118	-4.13386	-0.717888	0.977402	0.000235474	-0.000370782	-0.211391	0.5	-0.53961	0	1	0	209.887	0.372437	img_PhysXCar__0_1713823051821687000.png
PhysXCar	1713823055928	10.0686	-4.19875	-0.717905	0.975335	-2.63543e-05	-0.000219294	-0.220729	0.5	-0.506307	0	1	0	644.282	0.427724	img_PhysXCar__0_1713823055927172900.png
PhysXCar	1713823060401	10.188	-4.29131	-0.718068	0.972334	0.000367191	0.000315143	-0.233595	0.5	-0.50593	0	1	0	894.222	0.779685	img_PhysXCar__0_1713823060399683700.png
