VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1715785685616	-0.040489	0.0411473	-0.69629	0.919847	-0.011782	0.0147995	-0.391821	0.5	-0.143193	0	0	0	426.253	-0.373465	img_PhysXCar__0_1715785685611998400.png
PhysXCar	1715785689874	-0.120347	0.132504	-0.7141	0.921184	-0.00421128	0.00439677	-0.38908	0.5	-0.162851	0	0	0	1070.56	-0.373653	img_PhysXCar__0_1715785689873052400.png
PhysXCar	1715785694158	-0.194277	0.219318	-0.718569	0.92251	-0.000245269	0.000836539	-0.385971	0.5	-0.186511	0	1	0	893.722	0.177096	img_PhysXCar__0_1715785694156039500.png
PhysXCar	1715785698605	-0.1148	0.130989	-0.720226	0.921655	0.00104815	0.0018126	-0.388005	0.5	0.15648	0	1	0	781.214	0.93688	img_PhysXCar__0_1715785698603823500.png
PhysXCar	1715785701469	0.0560653	-0.0187629	-0.720358	0.924377	0.000215257	0.00175796	-0.381477	0.5	0.388446	0	1	0	879.959	1.47379	img_PhysXCar__0_1715785701468378700.png
PhysXCar	1715785705802	0.438129	-0.288779	-0.720255	0.935015	-0.000843208	0.00150096	-0.354603	0.5	0.581929	0	1	0	1039.61	1.8486	img_PhysXCar__0_1715785705801113400.png
PhysXCar	1715785710059	0.957166	-0.556677	-0.720086	0.951828	-0.00155714	0.00131989	-0.306625	0.5	0.606749	0	1	0	1186.04	2.19017	img_PhysXCar__0_1715785710057640800.png
PhysXCar	1715785714381	1.5962	-0.814048	-0.719944	0.967394	-0.00146594	0.00109562	-0.25327	0.5	0.468299	0	1	0	1304.34	2.53866	img_PhysXCar__0_1715785714380436700.png
PhysXCar	1715785718714	2.33798	-1.08067	-0.719802	0.977237	-0.000763104	0.000858419	-0.212146	0.5	0.212016	0	1	0	1399.34	2.86802	img_PhysXCar__0_1715785718703772300.png
PhysXCar	1715785722973	3.15898	-1.39206	-0.71963	0.980726	0.000213609	0.000591945	-0.195387	0.5	-0.00624619	0	1	0	1482.33	3.13972	img_PhysXCar__0_1715785722971952100.png
PhysXCar	1715785727240	4.03624	-1.7703	-0.719404	0.979759	0.00083337	0.000361803	-0.200177	0.5	-0.0810537	0	1	0	1557.99	3.36921	img_PhysXCar__0_1715785727239240800.png
PhysXCar	1715785731478	4.965	-2.19956	-0.719168	0.977856	0.00058683	0.000324312	-0.20928	0.5	-0.172037	0	1	0	1625.87	3.56942	img_PhysXCar__0_1715785731476682700.png
PhysXCar	1715785735781	5.92592	-2.69678	-0.718897	0.973728	0.00113462	0.000107939	-0.227711	0.5	-0.42373	0	1	0	1686.36	3.74055	img_PhysXCar__0_1715785735779517100.png
PhysXCar	1715785740094	6.8777	-3.3061	-0.71859	0.963942	0.00257495	-0.000480243	-0.266099	0.5	-0.319909	0	1	0	1741.61	3.87921	img_PhysXCar__0_1715785740092950800.png
PhysXCar	1715785744393	7.8261	-4.00277	-0.718354	0.955181	0.00117976	-6.20369e-05	-0.29602	0.5	0.0700312	0	1	0	1783.92	4.04169	img_PhysXCar__0_1715785744383418400.png
PhysXCar	1715785748655	8.86153	-4.6459	-0.718151	0.960558	-0.00161632	0.000753909	-0.278074	0.5	0.34174	0	1	0	1824.01	4.14392	img_PhysXCar__0_1715785748653491900.png
PhysXCar	1715785752919	9.98827	-5.19578	-0.718004	0.970955	-0.00219611	0.00081953	-0.239251	0.5	0.0925105	0	1	0	1858.14	4.2785	img_PhysXCar__0_1715785752918448000.png
PhysXCar	1715785757185	11.1341	-5.78623	-0.717943	0.970936	0.000725955	9.20198e-05	-0.239339	0.5	-0.223154	0	1	0	1887.85	4.37135	img_PhysXCar__0_1715785757183859300.png
PhysXCar	1715785761326	-6.10352e-05	2.68555e-05	-0.721474	0.979102	1.16264e-05	-8.21027e-05	-0.20337	0.5	-0.0982721	0	1	0	1914.53	4.42855	img_PhysXCar__0_1715785761325373900.png
