VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1718659577806	0.931589	-0.31186	-0.798857	0.904474	0.00640119	-0.00103354	-0.426479	0.5	1.95375	0	1	0	2046.5	4.30188	img_PhysXCar__0_1718659577805554900.png
PhysXCar	1718659582122	1.84628	-1.1953	-0.731745	0.915854	0.00991216	-0.00385164	-0.40137	0.5	1.91526	0	1	0	1987.51	4.47032	img_PhysXCar__0_1718659582120713300.png
PhysXCar	1718659586448	2.88966	-2.04732	-0.722552	0.937588	-0.0011195	0.000624688	-0.347746	0.5	1.90522	0	1	0	1984.27	4.50559	img_PhysXCar__0_1718659586441117900.png
PhysXCar	1718659590792	4.09091	-2.67876	-0.719876	0.965623	-0.00591782	0.00142271	-0.259875	0.5	1.45359	0	1	0	2000.43	4.46896	img_PhysXCar__0_1718659590788951300.png
PhysXCar	1718659595170	5.41138	-2.98638	-0.718956	0.989481	-0.00737858	0.000772955	-0.144473	0.5	0.327937	0	1	0	2011.56	4.56867	img_PhysXCar__0_1718659595168589500.png
PhysXCar	1718659599563	6.78706	-3.13892	-0.718605	0.99702	-0.00348883	0.00030272	-0.077062	0.5	-1.33378	0	1	0	2008.54	4.71527	img_PhysXCar__0_1718659599553656100.png
PhysXCar	1718659603863	8.18814	-3.35223	-0.718305	0.996816	0.00108331	-3.59491e-06	-0.079732	0.5	-2.04704	0	1	0	2014.37	4.76381	img_PhysXCar__0_1718659603861396400.png
PhysXCar	1718659608116	9.56697	-3.73188	-0.71807	0.991921	0.00371962	-0.000458792	-0.126802	0.5	-2.00408	0	1	0	2028.86	4.76066	img_PhysXCar__0_1718659608114780900.png
PhysXCar	1718659612409	10.854	-4.35414	-0.717886	0.977929	0.00583998	-0.00142203	-0.208853	0.5	-1.59065	0	1	0	2046.71	4.70577	img_PhysXCar__0_1718659612407147200.png
PhysXCar	1718659616737	11.9361	-5.26716	-0.717739	0.946723	0.00755879	-0.00304304	-0.321946	0.5	-0.687616	0	1	0	2061.56	4.69023	img_PhysXCar__0_1718659616735228500.png
PhysXCar	1718659621108	12.8338	-6.3792	-0.717877	0.91272	0.00491711	-0.0021987	-0.40855	0.5	0.790747	0	1	0	2055.68	4.84096	img_PhysXCar__0_1718659621107520000.png
PhysXCar	1718659625424	13.7382	-7.52226	-0.7181	0.904362	0.000431258	9.16917e-05	-0.426767	0.5	1.76376	0	1	0	2053.26	4.89677	img_PhysXCar__0_1718659625423067800.png
PhysXCar	1718659629704	14.7583	-8.57938	-0.718477	0.918973	-0.00272951	0.0014212	-0.394309	0.5	2.19925	0	1	0	2060.92	4.89376	img_PhysXCar__0_1718659629703176600.png
PhysXCar	1718659633963	15.9285	-9.45625	-0.708304	0.945043	-0.011467	-0.000879429	-0.326745	0.5	2.2431	0	1	0	2070.93	4.84548	img_PhysXCar__0_1718659633961939300.png
PhysXCar	1718659638240	17.2593	-10.0528	-0.722162	0.974637	-0.0117391	0.00394679	-0.223447	0.5	2.20533	0	1	0	2088.49	4.72496	img_PhysXCar__0_1718659638236981700.png
PhysXCar	1718659642350	1.73232	-0.443664	-0.722132	0.992371	-0.00368827	0.000862891	-0.123232	0.5	1.53584	0	1	0	2102.73	4.67373	img_PhysXCar__0_1718659642348629600.png
