VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1713823070050	10.8539	-4.86359	-0.718241	0.955207	0.00117673	0.000875253	-0.295934	0.5	-0.346105	0	1	0	1102.96	1.99624	img_PhysXCar__0_1713823070048597700.png
PhysXCar	1713823074090	11.3219	-5.27846	-0.718155	0.947125	0.000725869	0.000818024	-0.320863	0.5	-0.132186	0	1	0	1217.85	2.38451	img_PhysXCar__0_1713823074089345200.png
PhysXCar	1713823078150	11.8907	-5.74334	-0.718065	0.944885	-8.4344e-05	0.000923845	-0.327401	0.5	0.0760662	0	1	0	1325.7	2.70122	img_PhysXCar__0_1713823078125434400.png
PhysXCar	1713823082219	12.5648	-6.2206	-0.718047	0.949613	-0.000911987	0.00106476	-0.313422	0.5	0.274782	0	1	0	1424.61	2.95657	img_PhysXCar__0_1713823082217625000.png
PhysXCar	1713823086318	13.3471	-6.67376	-0.718153	0.959356	-0.00135017	0.00113177	-0.282192	0.5	0.224021	0	1	0	1510.4	3.20541	img_PhysXCar__0_1713823086316115600.png
PhysXCar	1713823090419	14.2111	-7.12924	-0.718285	0.966531	-0.000919854	0.00100237	-0.256546	0.5	0.178187	0	1	0	1583.58	3.42818	img_PhysXCar__0_1713823090417222000.png
PhysXCar	1713823094518	15.1455	-7.58953	-0.718622	0.971206	-0.000374213	0.000819727	-0.238241	0.5	0.032291	0	1	0	1646.57	3.63212	img_PhysXCar__0_1713823094516343400.png
PhysXCar	1713823098611	16.1294	-8.0795	-0.718982	0.972891	-0.000319516	0.000722914	-0.231263	0.5	0.17329	0	1	0	1703.05	3.79393	img_PhysXCar__0_1713823098609261800.png
PhysXCar	1713823102700	17.1886	-8.52303	-0.719363	0.978264	-0.00116854	0.000849669	-0.207358	0.5	0.628631	0	1	0	1753.32	3.94046	img_PhysXCar__0_1713823102698449300.png
PhysXCar	1713823106734	18.3235	-8.87724	-0.719728	0.98629	-0.00271653	0.000907706	-0.164999	0.5	0.487608	0	1	0	1801.99	4.02328	img_PhysXCar__0_1713823106732655900.png
PhysXCar	1713823110719	19.5297	-9.04375	-0.720174	0.995571	-0.00417721	0.000760271	-0.0939148	0.5	0.341909	0	1	0	1842.15	4.15278	img_PhysXCar__0_1713823110716433400.png
PhysXCar	1713823114626	20.783	-9.15595	-0.720655	0.99813	-0.000862248	0.00057675	-0.0611196	0.5	-0.304593	0	1	0	1867.61	4.28722	img_PhysXCar__0_1713823114624405200.png
PhysXCar	1713823118545	22.0496	-9.40288	-0.721169	0.995909	0.00262145	0.000179346	-0.090321	0.5	-0.462425	0	1	0	1896.64	4.35247	img_PhysXCar__0_1713823118542722100.png
PhysXCar	1713823122421	23.3008	-9.81008	-0.721624	0.990033	0.00309923	-3.96815e-05	-0.1408	0.5	-0.0922264	0	1	0	1921.05	4.47028	img_PhysXCar__0_1713823122419601300.png
PhysXCar	1713823126414	24.5889	-10.1987	-0.722099	0.989884	-0.000429233	0.000490966	-0.141879	0.5	0.167125	0	1	0	1941.52	4.54888	img_PhysXCar__0_1713823126382294400.png
PhysXCar	1713823130285	25.9237	-10.5083	-0.722594	0.992832	-0.00146931	0.000591338	-0.119504	0.5	0.0549648	0	1	0	1961.9	4.63182	img_PhysXCar__0_1713823130284084900.png
PhysXCar	1713823134139	27.2806	-10.8255	-0.722866	0.993121	0.000163378	0.000285387	-0.117089	0.5	-0.101357	0	1	0	1980.91	4.69854	img_PhysXCar__0_1713823134138101600.png
PhysXCar	1713823138033	28.6449	-11.1931	-0.723082	0.991858	0.000459192	0.000143318	-0.127351	0.5	0.298698	0	1	0	1998.45	4.75209	img_PhysXCar__0_1713823138031716600.png
PhysXCar	1713823141937	30.0466	-11.4604	-0.723098	0.995216	-0.00230915	0.000359214	-0.0976682	0.5	0.361843	0	1	0	2016.22	4.77022	img_PhysXCar__0_1713823141936071100.png
PhysXCar	1713823145728	31.4797	-11.5915	-0.723157	0.998374	-0.00226802	0.000287787	-0.0569609	0.5	-0.0622934	0	1	0	2027.72	4.84057	img_PhysXCar__0_1713823145726624500.png
PhysXCar	1713823149487	32.9255	-11.7536	-0.723184	0.998404	0.000108242	0.000145516	-0.0564671	0.5	-0.0512491	0	1	0	2037.8	4.88866	img_PhysXCar__0_1713823149485196400.png
PhysXCar	1713823153255	34.3827	-11.9365	-0.723178	0.998193	4.36637e-05	0.000111243	-0.0600948	0.5	0.710929	0	1	0	2048.81	4.9177	img_PhysXCar__0_1713823153253102900.png
PhysXCar	1713823156954	35.857	-11.9922	-0.723091	0.999734	-0.00284865	9.61599e-05	-0.0229087	0.5	1.7761	0	1	0	2061.56	4.90639	img_PhysXCar__0_1713823156950677400.png
PhysXCar	1713823160469	37.3176	-11.8092	-0.722984	0.998665	-0.00542484	-0.000424386	0.0513715	0.5	2.12549	0	1	0	2075.89	4.84794	img_PhysXCar__0_1713823160466760800.png
PhysXCar	1713823163722	38.6822	-11.2994	-0.722857	0.987082	-0.0075706	-0.00163075	0.16003	0.5	1.39005	0	1	0	2090.39	4.73958	img_PhysXCar__0_1713823163720040400.png
PhysXCar	1713823165591	39.8304	-10.437	-0.722799	0.956805	-0.00827305	-0.00297968	0.290596	0.5	0.14998	0	1	0	2096.02	4.74384	img_PhysXCar__0_1713823165589181700.png
